area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,1999,2779,137,,28,104,5,,21,76,70,383,27,,,28,104,28,0,104,28,0,100,0,100,0,28,0,100,0,541
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2000,2656,134,,32,139,5,,24,103,94,377,37,,,32,139,32,0,139,32,0,100,0,100,0,32,0,100,0,542
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2001,2608,139,,34,130,5,,24,94,84,389,33,,,34,130,34,0,130,34,0,100,0,100,0,34,0,100,0,543
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2002,2688,151,,32,128,6,,21,85,70,419,31,,,32,128,32,0,128,32,0,100,0,100,0,32,0,100,0,544
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2003,2538,134,,33,137,5,,25,103,84,375,37,,,33,137,33,0,137,33,0,100,0,100,0,33,0,100,0,545
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2004,2335,122,,37,146,5,,30,120,89,337,43,,,37,146,37,0,146,37,0,100,0,100,0,37,0,100,0,546
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2005,2268,119,,41,164,5,,34,137,112,332,49,,,41,164,41,0,164,41,0,100,0,100,0,41,0,100,0,547
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2006,2299,136,,53,210,6,,39,155,136,372,56,,,53,210,53,9,201,50,3,94,6,96,4,50,3,94,6,548
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2007,2405,133,,46,180,6,,35,136,127,366,49,,,46,180,46,16,164,41,5,89,11,91,9,41,5,89,11,549
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2008,2322,120,50,33,120,5,42,28,100,84,330,36,,,33,120,33,0,120,33,0,100,0,100,0,33,0,100,0,550
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2009,2181,137,53,45,168,6,39,33,122,108,381,44,,,45,168,45,20,148,38,7,84,16,88,12,38,7,84,16,551
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2010,2235,143,55,44,153,6,39,31,107,92,398,38,,,44,153,44,18,135,38,6,86,14,88,12,38,6,86,14,552
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2011,2223,140,41,36,126,6,29,26,90,78,390,32,71,75,36,126,36,13,113,31,5,86,14,90,10,31,5,86,14,553
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2012,2154,142,48,40,139,7,34,28,98,92,391,36,69,73,40,139,40,18,121,33,7,83,18,87,13,33,7,83,18,554
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2013,2145,140,68,76,288,7,49,54,206,187,387,74,84,87,76,288,76,48,240,59,17,78,22,83,17,59,17,78,22,555
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2014,2333,145,64,74,270,6,44,51,186,162,403,67,88,90,74,270,74,32,238,62,12,84,16,88,12,62,12,84,16,556
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2015,2342,142,69,78,295,6,49,55,208,187,390,76,83,87,78,295,78,46,249,60,18,77,23,84,16,60,18,77,23,557
 NEOR-OP1 Nebraska Organ Recovery System,Nebraska Organ Recovery System,NEOR,2016,2348,139,60,70,244,6,43,50,175,146,388,63,75,82,70,244,70,51,193,51,19,73,27,79,21,51,19,73,27,558
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,1999,14664,601,,134,471,4,,22,78,69,1700,28,,,134,471,134,10,459,129,4,96,3,97,2,129,4,96,3,559
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2000,14175,587,,145,542,4,,25,92,80,1655,33,,,145,542,145,2,540,144,1,99,1,100,0,144,1,99,1,560
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2001,13643,574,,134,496,4,,23,86,74,1611,31,,,134,496,134,6,490,131,3,98,2,99,1,131,3,98,2,561
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2002,13184,535,,118,435,4,,22,81,71,1495,29,,,118,435,118,6,429,116,2,98,2,99,1,116,2,98,2,562
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2003,12603,498,,129,447,4,,26,90,74,1393,32,,,129,447,129,5,442,127,2,98,2,99,1,127,2,98,2,563
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2004,11056,465,,159,554,4,,34,119,102,1304,42,,,159,554,159,16,538,153,6,96,4,97,3,153,6,96,4,564
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2005,10653,479,,167,555,4,,35,116,99,1331,42,,,167,555,167,8,547,164,3,98,2,99,1,164,3,98,2,565
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2006,10661,487,,162,556,5,,33,114,97,1345,41,,,162,556,162,44,512,145,17,90,10,92,8,145,17,90,10,566
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2007,10342,496,,155,564,5,,31,114,96,1374,41,,,155,564,155,38,526,139,16,90,10,93,7,139,16,90,10,567
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2008,10443,499,209,171,595,5,42,34,119,103,1382,43,,,171,595,171,46,549,151,20,88,12,92,8,151,20,88,12,568
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2009,9806,475,202,184,610,5,43,39,128,110,1322,46,,,184,610,184,74,536,149,35,81,19,88,12,149,35,81,19,569
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2010,9363,503,181,155,499,5,36,31,99,86,1389,36,,,155,499,155,70,429,123,32,79,21,86,14,123,32,79,21,570
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2011,9672,531,157,142,461,5,30,27,87,77,1471,31,68,74,142,461,142,68,393,108,34,76,24,85,15,108,34,76,24,571
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2012,9361,510,125,139,451,5,24,27,88,74,1414,32,71,79,139,451,139,104,347,91,48,65,35,77,23,91,48,65,35,572
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2013,9300,537,160,138,474,6,30,26,88,81,1480,32,69,73,138,474,138,58,416,111,27,80,20,88,12,111,27,80,20,573
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2014,9601,519,145,125,441,5,28,24,85,75,1442,31,73,76,125,441,125,38,403,109,16,87,13,91,9,109,16,87,13,574
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2015,9778,530,195,171,601,5,37,32,113,100,1467,41,73,77,171,601,171,67,534,145,26,85,15,89,11,145,26,85,15,575
 NJTO-OP1 NJ Organ and Tissue Sharing Network,NJ Organ and Tissue Sharing Network,NJTO,2016,9967,540,218,183,688,5,40,34,127,114,1490,46,68,72,183,688,183,84,604,151,32,83,17,88,12,151,32,83,17,576
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,1999,2779,175,,21,66,6,,12,38,35,481,14,,,21,66,21,2,64,20,1,95,5,97,3,20,1,95,5,577
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2000,2709,180,,30,100,7,,17,56,48,496,20,,,30,100,30,2,98,29,1,97,3,98,2,29,1,97,3,578
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2001,2675,152,,19,57,6,,12,37,34,420,14,,,19,57,19,0,57,19,0,100,0,100,0,19,0,100,0,579
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2002,2767,185,,21,62,7,,11,33,32,510,12,,,21,62,21,2,60,20,1,95,5,97,3,20,1,95,5,580
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2003,2766,170,,21,74,6,,12,44,39,468,16,,,21,74,21,2,72,20,1,95,5,97,3,20,1,95,5,581
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2004,2650,176,,34,110,7,,19,62,51,483,23,,,34,110,34,0,110,34,0,100,0,100,0,34,0,100,0,582
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2005,2656,185,,41,137,7,,22,74,66,508,27,,,41,137,41,0,137,41,0,100,0,100,0,41,0,100,0,583
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2006,2719,177,,34,112,7,,19,63,58,480,23,,,34,112,34,0,112,34,0,100,0,100,0,34,0,100,0,584
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2007,2764,198,,38,135,7,,19,68,60,541,25,,,38,135,38,10,125,33,5,87,13,93,7,33,5,87,13,585
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2008,2820,199,50,42,138,7,25,21,69,58,543,25,,,42,138,42,15,123,35,7,83,17,89,11,35,7,83,17,586
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2009,2709,193,68,51,171,7,35,26,89,78,524,33,,,51,171,51,5,166,49,2,96,4,97,3,49,2,96,4,587
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2010,2680,191,48,41,151,7,25,22,79,71,518,29,,,41,151,41,6,145,39,2,95,5,96,4,39,2,95,5,588
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2011,2636,206,56,46,149,8,27,22,73,67,556,27,75,77,46,149,46,7,142,43,3,93,7,95,5,43,3,93,7,589
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2012,2751,207,35,34,106,8,17,16,51,43,561,19,83,85,34,106,34,10,96,29,5,85,15,91,9,29,5,85,15,590
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2013,2672,195,41,36,112,7,21,18,57,47,533,21,73,77,36,112,36,12,100,30,6,83,17,89,11,30,6,83,17,591
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2014,2883,229,62,54,175,8,27,24,76,66,625,28,81,82,54,175,54,8,167,51,3,94,6,95,5,51,3,94,6,592
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2015,2739,186,59,48,147,7,32,26,79,71,505,29,68,72,48,147,48,17,130,40,8,83,17,88,12,40,8,83,17,593
 NMOP-OP1 New Mexico Donor Services,New Mexico Donor Services,NMOP,2016,2909,202,55,56,174,7,27,28,86,76,551,32,75,80,56,174,56,29,145,43,13,77,23,83,17,43,13,77,23,594
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,1999,3189,151,,33,111,5,,22,73,73,422,26,,,33,111,33,0,111,33,0,100,0,100,0,33,0,100,0,595
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2000,3209,144,,31,97,4,,22,68,59,402,24,,,31,97,31,0,94,30,0,97,0,97,0,30,0,97,0,596
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2001,3289,141,,27,95,4,,19,67,62,398,24,,,27,95,27,0,95,27,0,100,0,100,0,27,0,100,0,597
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2002,3300,160,,33,131,5,,21,82,74,444,30,,,33,131,33,0,131,33,0,100,0,100,0,33,0,100,0,598
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2003,3361,159,,45,119,5,,28,75,67,441,27,,,45,119,45,0,119,45,0,100,0,100,0,45,0,100,0,599
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2004,3368,184,,56,193,5,,30,105,101,509,38,,,56,193,56,0,193,56,0,100,0,100,0,56,0,100,0,600
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2005,3704,183,,49,167,5,,27,91,88,510,33,,,49,167,49,3,164,48,1,98,2,98,2,48,1,98,2,601
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2006,3645,160,,45,136,4,,28,85,80,442,31,,,45,136,45,0,136,45,0,100,0,100,0,45,0,100,0,602
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2007,3600,163,,60,189,5,,37,116,106,451,42,,,60,189,60,1,188,59,1,98,2,99,1,59,1,98,2,603
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2008,2869,174,97,61,218,6,56,35,125,114,474,46,,,61,218,61,0,218,61,0,100,0,100,0,61,0,100,0,604
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2009,2892,171,62,43,152,6,36,25,89,77,466,33,,,43,152,43,6,146,41,2,95,5,96,4,41,2,95,5,605
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2010,2685,163,66,50,184,6,41,31,113,108,446,41,,,50,184,50,0,184,50,0,100,0,100,0,50,0,100,0,606
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2011,3136,297,83,53,182,9,28,18,61,58,796,23,63,63,53,182,53,3,179,52,1,98,2,98,2,52,1,98,2,607
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2012,2513,143,99,75,274,6,69,52,191,164,390,70,65,68,75,274,75,13,261,69,6,92,8,95,5,69,6,92,8,608
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2013,2769,194,144,104,381,7,74,54,196,158,530,72,65,67,104,381,104,5,376,102,2,98,2,99,1,102,2,98,2,609
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2014,2989,171,104,98,352,6,61,57,205,166,472,75,78,81,98,352,98,23,329,89,9,91,9,93,7,89,9,91,9,610
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2015,3104,187,119,106,378,6,64,57,202,172,513,74,72,76,106,378,106,49,329,87,19,82,18,87,13,87,19,82,18,611
 NVLV-OP1 Nevada Donor Network,Nevada Donor Network,NVLV,2016,3306,205,133,107,405,6,65,52,198,177,561,72,68,72,107,405,107,27,378,96,11,90,10,93,7,96,11,90,10,612
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,1999,5393,215,,41,144,4,,19,67,59,612,24,,,41,144,41,0,144,41,0,100,0,100,0,41,0,100,0,613
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2000,5265,225,,55,181,4,,24,80,65,635,29,,,55,181,55,2,179,54,1,98,2,99,1,54,1,98,2,614
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2001,5447,239,,45,181,4,,19,76,62,677,27,,,45,181,45,0,181,45,0,100,0,100,0,45,0,100,0,615
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2002,5215,203,,47,164,4,,23,81,66,572,29,,,47,164,47,0,164,47,0,100,0,100,0,47,0,100,0,616
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2003,5086,210,,51,173,4,,24,82,74,588,29,,,51,173,51,0,173,51,0,100,0,100,0,51,0,100,0,617
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2004,4955,217,,48,151,4,,22,70,62,613,25,,,48,151,48,0,151,48,0,100,0,100,0,48,0,100,0,618
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2005,4874,205,,52,170,4,,25,83,76,572,30,,,52,170,52,7,163,50,2,96,4,96,4,50,2,96,4,619
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2006,4880,234,,51,165,5,,22,71,63,648,25,,,51,165,51,11,154,46,5,90,10,93,7,46,5,90,10,620
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2007,4904,212,,41,125,4,,19,59,46,593,21,,,41,125,41,19,106,34,7,83,17,85,15,34,7,83,17,621
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2008,4791,198,44,47,148,4,22,24,75,61,556,27,,,47,148,47,29,119,37,10,79,21,80,20,37,10,79,21,622
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2009,4879,232,45,44,156,5,19,19,67,56,645,24,,,44,156,44,11,145,39,5,89,11,93,7,39,5,89,11,623
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2010,4627,219,42,43,161,5,19,20,73,62,617,26,,,43,161,43,24,137,35,8,81,19,85,15,35,8,81,19,624
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2011,4845,230,43,41,133,5,19,18,58,52,640,21,72,77,41,133,41,13,120,35,6,85,15,90,10,35,6,85,15,625
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2012,4740,239,50,49,153,5,21,21,64,52,669,23,66,74,49,153,49,13,140,43,6,88,12,92,8,43,6,88,12,626
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2013,4933,246,59,52,157,5,24,21,64,53,680,23,64,71,52,157,52,21,136,42,10,81,19,87,13,42,10,81,19,627
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2014,4770,231,53,58,160,5,23,25,69,62,644,25,70,78,58,160,58,33,127,42,16,72,28,79,21,42,16,72,28,628
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2015,4869,229,44,53,153,5,19,23,67,61,642,24,66,78,53,153,53,48,105,35,18,66,34,69,31,35,18,66,34,629
 NYAP-OP1 Ctr for Donation and Transplant,Ctr for Donation and Transplant,NYAP,2016,4893,268,49,61,183,5,18,23,68,60,747,24,78,85,61,183,61,47,136,42,19,69,31,74,26,42,19,69,31,630
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,1999,4417,194,,42,150,4,,22,77,71,549,27,,,42,150,42,5,145,40,2,95,5,97,3,40,2,95,5,631
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2000,4217,187,,36,140,4,,19,75,62,529,26,,,36,140,36,7,133,33,3,92,8,95,5,33,3,92,8,632
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2001,4045,185,,49,164,5,,27,89,74,519,32,,,49,164,49,12,152,44,5,90,10,93,7,44,5,90,10,633
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2002,4126,157,,30,91,4,,19,58,49,447,20,,,30,91,30,3,88,29,1,97,3,97,3,29,1,97,3,634
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2003,4034,187,,43,153,5,,23,82,70,520,29,,,43,153,43,7,146,40,3,93,7,95,5,40,3,93,7,635
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2004,3970,188,,53,180,5,,28,96,83,524,34,,,53,180,53,29,151,42,11,79,21,84,16,42,11,79,21,636
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2005,3979,162,,53,189,4,,33,117,102,453,42,,,53,189,53,34,155,40,13,75,25,82,18,40,13,75,25,637
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2006,3894,158,,43,145,4,,27,92,75,446,32,,,43,145,43,24,121,34,9,79,21,83,17,34,9,79,21,638
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2007,3900,184,,49,172,5,,27,93,72,511,34,,,49,172,49,24,148,41,8,84,16,86,14,41,8,84,16,639
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2008,3858,185,50,39,123,5,27,21,66,59,516,24,,,39,123,39,11,112,35,4,90,10,91,9,35,4,90,10,640
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2009,3889,195,58,48,144,5,30,25,74,60,543,27,,,48,144,48,24,120,36,12,75,25,83,17,36,12,75,25,641
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2010,3919,204,52,51,157,5,26,25,77,66,566,28,,,51,157,51,39,118,35,16,69,31,75,25,35,16,69,31,642
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2011,3968,220,40,45,140,6,18,20,64,51,612,23,65,76,45,140,45,45,95,28,17,62,38,68,32,28,17,62,38,643
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2012,4008,216,36,38,124,5,17,18,57,56,595,21,78,83,38,124,38,20,104,29,9,76,24,84,16,29,9,76,24,644
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2013,3905,208,45,48,139,5,22,23,67,57,574,24,64,75,48,139,48,42,97,31,17,65,35,70,30,31,17,65,35,645
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2014,4191,217,39,40,116,5,18,18,53,50,606,19,72,78,40,116,40,21,95,29,11,73,28,82,18,29,11,73,28,646
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2015,4169,211,47,50,145,5,22,24,69,65,593,24,68,77,50,145,50,35,110,33,17,66,34,76,24,33,17,66,34,647
 NYFL-IO1 Finger Lakes Donor Recovery Network,Finger Lakes Donor Recovery Network,NYFL,2016,4314,235,55,50,168,5,23,21,71,62,653,26,64,71,50,168,50,31,137,37,13,74,26,82,18,37,13,74,26,648
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,1999,26063,965,,213,673,4,,22,70,58,2684,25,,,213,673,213,0,673,213,0,100,0,100,0,213,0,100,0,649
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2000,25054,876,,204,625,3,,23,71,60,2438,26,,,204,625,204,0,625,204,0,100,0,100,0,204,0,100,0,650
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2001,24556,894,,199,629,4,,22,70,61,2488,25,,,199,629,199,0,629,199,0,100,0,100,0,199,0,100,0,651
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2002,24352,850,,205,663,3,,24,78,71,2367,28,,,205,663,205,6,657,203,2,99,1,99,1,203,2,99,1,652
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2003,23385,843,,217,631,4,,26,75,68,2342,27,,,217,631,217,6,625,215,2,99,1,99,1,215,2,99,1,653
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2004,22189,825,,262,735,4,,32,89,79,2283,32,,,262,735,262,16,719,256,6,98,2,98,2,256,6,98,2,654
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2005,21334,777,,261,778,4,,34,100,88,2155,36,,,261,778,261,44,734,244,17,93,7,94,6,244,17,93,7,655
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2006,20498,849,,319,984,4,,38,116,96,2341,42,,,319,984,319,40,944,304,15,95,5,96,4,304,15,95,5,656
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2007,20356,792,,322,990,4,,41,125,99,2188,45,,,322,990,322,56,934,301,21,93,7,94,6,301,21,93,7,657
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2008,20820,862,430,251,777,4,50,29,90,75,2372,33,,,251,777,251,19,758,243,8,97,3,98,2,243,8,97,3,658
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2009,19732,835,409,285,871,4,49,34,104,89,2297,38,,,285,871,285,39,832,270,15,95,5,96,4,270,15,95,5,659
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2010,19086,855,354,242,748,4,41,28,88,73,2357,32,,,242,748,242,53,695,223,19,92,8,93,7,223,19,92,8,660
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2011,18999,886,356,264,791,5,40,30,89,76,2447,32,59,64,264,791,264,41,750,245,19,93,7,95,5,245,19,93,7,661
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2012,18647,892,319,234,701,5,36,26,79,70,2460,28,61,65,234,701,234,45,656,215,19,92,8,94,6,215,19,92,8,662
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2013,18676,884,353,223,685,5,40,25,77,68,2435,28,53,57,223,685,223,35,650,209,14,94,6,95,5,209,14,94,6,663
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2014,18342,857,298,235,692,5,35,27,81,71,2358,29,68,71,235,692,235,46,646,217,18,92,8,93,7,217,18,92,8,664
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2015,18098,852,293,220,687,5,34,26,81,72,2353,29,61,66,220,687,220,69,618,194,26,88,12,90,10,194,26,88,12,665
 NYRT-OP1 LiveOnNY,LiveOnNY,NYRT,2016,18757,916,393,271,834,5,43,30,91,82,2535,33,53,59,271,834,271,110,724,229,42,85,15,87,13,229,42,85,15,666
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,1999,3284,138,,47,174,4,,34,126,116,393,44,,,47,174,47,0,174,47,0,100,0,100,0,47,0,100,0,667
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2000,3286,154,,49,183,5,,32,119,106,441,42,,,49,183,49,0,183,49,0,100,0,100,0,49,0,100,0,668
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2001,3024,149,,43,157,5,,29,105,89,426,37,,,43,157,43,0,157,43,0,100,0,100,0,43,0,100,0,669
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2002,3116,142,,45,158,5,,32,112,104,402,39,,,45,158,45,3,155,44,1,98,2,98,2,44,1,98,2,670
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2003,2939,131,,42,136,4,,32,104,87,374,36,,,42,136,42,0,136,42,0,100,0,100,0,42,0,100,0,671
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2004,2766,119,,35,117,4,,29,98,84,333,35,,,35,117,35,7,110,32,3,91,9,94,6,32,3,91,9,672
 NYWN-OP1 Upstate NY Transplant Svcs,Upstate NY Transplant Svcs,NYWN,2005,2794,126,,58,185,5,,46,146,120,356,52,,,58,185,58,10,175,54,4,93,7,95,5,54,4,93,7,673
